id_new;IdCase;time:timestamp;msgInstanceId;msgType;org:group;concept:name;eventType;msgFlow
00;case_10;2021-06-16 15:48:03.265000+02:00;card_11;send;Zoo;Deliver Zooclub card;;card
00;case_10;2021-06-16 15:48:03.265000+02:00;card_11;send;Zoo;Card received?;;card
11;case_102;2021-06-16 16:15:17.144000+02:00;info_102;receive;Zoo;Receive visitor information;start;info
11;case_102;2021-06-16 16:15:27.802000+02:00;;;Zoo;Enter customer data into the system;;
11;case_102;2021-06-16 16:15:28.690000+02:00;;;Zoo;Forward information to making department;;
11;case_102;2021-06-16 16:15:34.949000+02:00;;;Zoo;Mail ZooClub magazine;;
11;case_102;2021-06-16 16:15:40.351000+02:00;;;Zoo;Send request to billing department;;
11;case_102;2021-06-16 16:15:44.873000+02:00;request_100;send;Zoo;Send payment request;;request
11;case_102;2021-06-16 16:15:59.050000+02:00;;;Zoo;Wait for payment;;
11;case_102;2021-06-16 16:16:09.989000+02:00;account_101;receive;Zoo;Payment confirmed;notification;account
11;case_102;2021-06-16 16:16:11.841000+02:00;card_103;send;Zoo;Deliver Zooclub card;;card
11;case_102;2021-06-16 16:16:11.841000+02:00;card_103;send;Zoo;Card received?;;card
22;case_106;2021-06-16 16:16:42.968000+02:00;info_106;receive;Zoo;Receive visitor information;start;info
22;case_106;2021-06-16 16:16:52.487000+02:00;;;Zoo;Enter customer data into the system;;
22;case_106;2021-06-16 16:16:59.820000+02:00;;;Zoo;Forward information to making department;;
22;case_106;2021-06-16 16:17:04.254000+02:00;;;Zoo;Mail ZooClub magazine;;
22;case_106;2021-06-16 16:17:10.015000+02:00;;;Zoo;Send request to billing department;;
22;case_106;2021-06-16 16:17:12.285000+02:00;;;Zoo;Wait for payment;;
22;case_106;2021-06-16 16:17:15.786000+02:00;request_104;send;Zoo;Send payment request;;request
22;case_106;2021-06-16 16:17:25.958000+02:00;account_105;receive;Zoo;Payment confirmed;notification;account
22;case_106;2021-06-16 16:17:28.076000+02:00;card_107;send;Zoo;Deliver Zooclub card;;card
22;case_106;2021-06-16 16:17:28.076000+02:00;card_107;send;Zoo;Card received?;;card
33;case_110;2021-06-16 16:17:55.142000+02:00;info_110;receive;Zoo;Receive visitor information;start;info
33;case_110;2021-06-16 16:17:55.279000+02:00;;;Zoo;Enter customer data into the system;;
33;case_110;2021-06-16 16:17:59.383000+02:00;;;Zoo;Forward information to making department;;
33;case_110;2021-06-16 16:18:01.172000+02:00;;;Zoo;Send request to billing department;;
33;case_110;2021-06-16 16:18:09.624000+02:00;;;Zoo;Mail ZooClub magazine;;
33;case_110;2021-06-16 16:18:12.822000+02:00;request_108;send;Zoo;Send payment request;;request
33;case_110;2021-06-16 16:18:21.883000+02:00;;;Zoo;Wait for payment;;
33;case_110;2021-06-16 16:18:32.921000+02:00;account_109;receive;Zoo;Payment confirmed;notification;account
33;case_110;2021-06-16 16:18:33.056000+02:00;card_111;send;Zoo;Deliver Zooclub card;;card
33;case_110;2021-06-16 16:18:33.056000+02:00;card_111;send;Zoo;Card received?;;card
44;case_114;2021-06-16 16:18:54.359000+02:00;info_114;receive;Zoo;Receive visitor information;start;info
44;case_114;2021-06-16 16:18:55.154000+02:00;;;Zoo;Enter customer data into the system;;
44;case_114;2021-06-16 16:18:58.873000+02:00;;;Zoo;Forward information to making department;;
44;case_114;2021-06-16 16:19:02.178000+02:00;;;Zoo;Send request to billing department;;
44;case_114;2021-06-16 16:19:05.734000+02:00;;;Zoo;Wait for payment;;
44;case_114;2021-06-16 16:19:07.611000+02:00;;;Zoo;Mail ZooClub magazine;;
44;case_114;2021-06-16 16:19:11.158000+02:00;request_112;send;Zoo;Send payment request;;request
44;case_114;2021-06-16 16:19:20.256000+02:00;account_113;receive;Zoo;Payment confirmed;notification;account
44;case_114;2021-06-16 16:19:21.135000+02:00;card_115;send;Zoo;Deliver Zooclub card;;card
44;case_114;2021-06-16 16:19:21.135000+02:00;card_115;send;Zoo;Card received?;;card
55;case_118;2021-06-16 16:19:41.180000+02:00;info_118;receive;Zoo;Receive visitor information;start;info
55;case_118;2021-06-16 16:19:47.135000+02:00;;;Zoo;Enter customer data into the system;;
55;case_118;2021-06-16 16:20:04.980000+02:00;;;Zoo;Forward information to making department;;
55;case_118;2021-06-16 16:20:10.788000+02:00;;;Zoo;Send request to billing department;;
55;case_118;2021-06-16 16:20:12.684000+02:00;;;Zoo;Mail ZooClub magazine;;
55;case_118;2021-06-16 16:20:18.300000+02:00;;;Zoo;Wait for payment;;
55;case_118;2021-06-16 16:20:19.363000+02:00;request_116;send;Zoo;Send payment request;;request
55;case_118;2021-06-16 16:20:28.478000+02:00;account_117;receive;Zoo;Payment confirmed;notification;account
55;case_118;2021-06-16 16:20:30.793000+02:00;card_119;send;Zoo;Deliver Zooclub card;;card
55;case_118;2021-06-16 16:20:30.793000+02:00;card_119;send;Zoo;Card received?;;card
66;case_122;2021-06-16 16:20:45.169000+02:00;info_122;receive;Zoo;Receive visitor information;start;info
66;case_122;2021-06-16 16:20:58.348000+02:00;;;Zoo;Enter customer data into the system;;
66;case_122;2021-06-16 16:21:01.928000+02:00;;;Zoo;Send request to billing department;;
66;case_122;2021-06-16 16:21:11.355000+02:00;;;Zoo;Forward information to making department;;
66;case_122;2021-06-16 16:21:14.240000+02:00;;;Zoo;Mail ZooClub magazine;;
66;case_122;2021-06-16 16:21:17.658000+02:00;request_120;send;Zoo;Send payment request;;request
66;case_122;2021-06-16 16:21:35.365000+02:00;;;Zoo;Wait for payment;;
66;case_122;2021-06-16 16:21:39.634000+02:00;account_121;receive;Zoo;Payment confirmed;notification;account
66;case_122;2021-06-16 16:21:41.809000+02:00;card_123;send;Zoo;Deliver Zooclub card;;card
66;case_122;2021-06-16 16:21:41.809000+02:00;card_123;send;Zoo;Card received?;;card
77;case_126;2021-06-16 16:21:51.789000+02:00;info_126;receive;Zoo;Receive visitor information;start;info
77;case_126;2021-06-16 16:21:56.592000+02:00;;;Zoo;Enter customer data into the system;;
77;case_126;2021-06-16 16:22:06.030000+02:00;;;Zoo;Send request to billing department;;
77;case_126;2021-06-16 16:22:14.438000+02:00;;;Zoo;Forward information to making department;;
77;case_126;2021-06-16 16:22:27.659000+02:00;request_124;send;Zoo;Send payment request;;request
77;case_126;2021-06-16 16:22:32.044000+02:00;;;Zoo;Mail ZooClub magazine;;
77;case_126;2021-06-16 16:22:35.966000+02:00;;;Zoo;Wait for payment;;
77;case_126;2021-06-16 16:22:59.680000+02:00;account_125;receive;Zoo;Payment confirmed;notification;account
77;case_126;2021-06-16 16:23:04.369000+02:00;card_127;send;Zoo;Deliver Zooclub card;;card
77;case_126;2021-06-16 16:23:04.369000+02:00;card_127;send;Zoo;Card received?;;card
88;case_130;2021-06-16 16:23:16.196000+02:00;info_130;receive;Zoo;Receive visitor information;start;info
88;case_130;2021-06-16 16:23:22.947000+02:00;;;Zoo;Enter customer data into the system;;
88;case_130;2021-06-16 16:23:29.545000+02:00;;;Zoo;Send request to billing department;;
88;case_130;2021-06-16 16:23:37.685000+02:00;;;Zoo;Forward information to making department;;
88;case_130;2021-06-16 16:23:43.843000+02:00;;;Zoo;Mail ZooClub magazine;;
88;case_130;2021-06-16 16:24:09.198000+02:00;request_128;send;Zoo;Send payment request;;request
88;case_130;2021-06-16 16:24:12.600000+02:00;;;Zoo;Wait for payment;;
88;case_130;2021-06-16 16:24:26.019000+02:00;account_129;receive;Zoo;Payment confirmed;notification;account
88;case_130;2021-06-16 16:24:26.754000+02:00;card_131;send;Zoo;Deliver Zooclub card;;card
88;case_130;2021-06-16 16:24:26.754000+02:00;card_131;send;Zoo;Card received?;;card
99;case_134;2021-06-16 16:24:51.788000+02:00;info_134;receive;Zoo;Receive visitor information;start;info
99;case_134;2021-06-16 16:24:55.648000+02:00;;;Zoo;Enter customer data into the system;;
99;case_134;2021-06-16 16:25:02.215000+02:00;;;Zoo;Send request to billing department;;
99;case_134;2021-06-16 16:25:06.410000+02:00;;;Zoo;Forward information to making department;;
99;case_134;2021-06-16 16:25:24.788000+02:00;;;Zoo;Mail ZooClub magazine;;
99;case_134;2021-06-16 16:25:28.045000+02:00;request_132;send;Zoo;Send payment request;;request
99;case_134;2021-06-16 16:25:37.983000+02:00;;;Zoo;Wait for payment;;
99;case_134;2021-06-16 16:25:57.589000+02:00;account_133;receive;Zoo;Payment confirmed;notification;account
99;case_134;2021-06-16 16:26:02.293000+02:00;card_135;send;Zoo;Deliver Zooclub card;;card
99;case_134;2021-06-16 16:26:02.293000+02:00;card_135;send;Zoo;Card received?;;card
1010;case_138;2021-06-16 16:26:25.264000+02:00;info_138;receive;Zoo;Receive visitor information;start;info
1010;case_138;2021-06-16 16:26:29.610000+02:00;;;Zoo;Enter customer data into the system;;
1010;case_138;2021-06-16 16:26:34.214000+02:00;;;Zoo;Send request to billing department;;
1010;case_138;2021-06-16 16:26:43.418000+02:00;;;Zoo;Wait for payment;;
1010;case_138;2021-06-16 16:26:51.293000+02:00;request_136;send;Zoo;Send payment request;;request
1010;case_138;2021-06-16 16:27:07.427000+02:00;;;Zoo;Forward information to making department;;
1010;case_138;2021-06-16 16:27:09.366000+02:00;;;Zoo;Mail ZooClub magazine;;
1010;case_138;2021-06-16 16:27:11.774000+02:00;account_137;receive;Zoo;Payment confirmed;notification;account
1010;case_138;2021-06-16 16:27:16.713000+02:00;card_139;send;Zoo;Deliver Zooclub card;;card
1010;case_138;2021-06-16 16:27:16.713000+02:00;card_139;send;Zoo;Card received?;;card
1111;case_14;2021-06-16 15:48:18.922000+02:00;info_14;receive;Zoo;Receive visitor information;start;info
1111;case_14;2021-06-16 15:48:27.609000+02:00;;;Zoo;Enter customer data into the system;;
1111;case_14;2021-06-16 15:48:38.652000+02:00;;;Zoo;Forward information to making department;;
1111;case_14;2021-06-16 15:48:40.475000+02:00;;;Zoo;Send request to billing department;;
1111;case_14;2021-06-16 15:48:44.280000+02:00;;;Zoo;Mail ZooClub magazine;;
1111;case_14;2021-06-16 15:48:48.760000+02:00;request_12;send;Zoo;Send payment request;;request
1111;case_14;2021-06-16 15:49:08.001000+02:00;;;Zoo;Wait for payment;;
1111;case_14;2021-06-16 15:49:12.732000+02:00;account_13;receive;Zoo;Payment confirmed;notification;account
1111;case_14;2021-06-16 15:49:17.300000+02:00;card_15;send;Zoo;Deliver Zooclub card;;card
1111;case_14;2021-06-16 15:49:17.300000+02:00;card_15;send;Zoo;Card received?;;card
1212;case_142;2021-06-16 16:27:32.875000+02:00;info_142;receive;Zoo;Receive visitor information;start;info
1212;case_142;2021-06-16 16:27:44.446000+02:00;;;Zoo;Enter customer data into the system;;
1212;case_142;2021-06-16 16:27:52.387000+02:00;;;Zoo;Forward information to making department;;
1212;case_142;2021-06-16 16:27:55.701000+02:00;;;Zoo;Send request to billing department;;
1212;case_142;2021-06-16 16:28:08.293000+02:00;;;Zoo;Mail ZooClub magazine;;
1212;case_142;2021-06-16 16:28:12.700000+02:00;;;Zoo;Wait for payment;;
1212;case_142;2021-06-16 16:28:16.211000+02:00;request_140;send;Zoo;Send payment request;;request
1212;case_142;2021-06-16 16:28:26.850000+02:00;account_141;receive;Zoo;Payment confirmed;notification;account
1212;case_142;2021-06-16 16:28:33.323000+02:00;card_143;send;Zoo;Deliver Zooclub card;;card
1212;case_142;2021-06-16 16:28:33.323000+02:00;card_143;send;Zoo;Card received?;;card
1313;case_146;2021-06-16 16:28:49.856000+02:00;info_146;receive;Zoo;Receive visitor information;start;info
1313;case_146;2021-06-16 16:28:57.284000+02:00;;;Zoo;Enter customer data into the system;;
1313;case_146;2021-06-16 16:28:59.720000+02:00;;;Zoo;Send request to billing department;;
1313;case_146;2021-06-16 16:29:04.791000+02:00;;;Zoo;Forward information to making department;;
1313;case_146;2021-06-16 16:29:10.364000+02:00;;;Zoo;Wait for payment;;
1313;case_146;2021-06-16 16:29:16.695000+02:00;request_144;send;Zoo;Send payment request;;request
1313;case_146;2021-06-16 16:29:28.036000+02:00;;;Zoo;Mail ZooClub magazine;;
1313;case_146;2021-06-16 16:29:44.298000+02:00;account_145;receive;Zoo;Payment confirmed;notification;account
1313;case_146;2021-06-16 16:29:49.286000+02:00;card_147;send;Zoo;Deliver Zooclub card;;card
1313;case_146;2021-06-16 16:29:49.286000+02:00;card_147;send;Zoo;Card received?;;card
1414;case_150;2021-06-16 16:30:14.922000+02:00;info_150;receive;Zoo;Receive visitor information;start;info
1414;case_150;2021-06-16 16:30:15.277000+02:00;;;Zoo;Enter customer data into the system;;
1414;case_150;2021-06-16 16:30:16.496000+02:00;;;Zoo;Forward information to making department;;
1414;case_150;2021-06-16 16:30:21.647000+02:00;;;Zoo;Send request to billing department;;
1414;case_150;2021-06-16 16:30:25.472000+02:00;request_148;send;Zoo;Send payment request;;request
1414;case_150;2021-06-16 16:30:41.191000+02:00;;;Zoo;Wait for payment;;
1414;case_150;2021-06-16 16:30:56.827000+02:00;;;Zoo;Mail ZooClub magazine;;
1414;case_150;2021-06-16 16:31:07.255000+02:00;account_149;receive;Zoo;Payment confirmed;notification;account
1414;case_150;2021-06-16 16:31:11.960000+02:00;card_151;send;Zoo;Deliver Zooclub card;;card
1414;case_150;2021-06-16 16:31:11.960000+02:00;card_151;send;Zoo;Card received?;;card
1515;case_154;2021-06-16 16:31:28.857000+02:00;info_154;receive;Zoo;Receive visitor information;start;info
1515;case_154;2021-06-16 16:31:32.924000+02:00;;;Zoo;Enter customer data into the system;;
1515;case_154;2021-06-16 16:31:37.023000+02:00;;;Zoo;Send request to billing department;;
1515;case_154;2021-06-16 16:31:38.663000+02:00;;;Zoo;Forward information to making department;;
1515;case_154;2021-06-16 16:31:39.095000+02:00;;;Zoo;Mail ZooClub magazine;;
1515;case_154;2021-06-16 16:31:42.626000+02:00;request_152;send;Zoo;Send payment request;;request
1515;case_154;2021-06-16 16:31:45.521000+02:00;;;Zoo;Wait for payment;;
1515;case_154;2021-06-16 16:32:06.939000+02:00;account_153;receive;Zoo;Payment confirmed;notification;account
1515;case_154;2021-06-16 16:32:07.178000+02:00;card_155;send;Zoo;Deliver Zooclub card;;card
1515;case_154;2021-06-16 16:32:07.178000+02:00;card_155;send;Zoo;Card received?;;card
1616;case_158;2021-06-16 16:32:36.797000+02:00;info_158;receive;Zoo;Receive visitor information;start;info
1616;case_158;2021-06-16 16:32:37.080000+02:00;;;Zoo;Enter customer data into the system;;
1616;case_158;2021-06-16 16:32:38.529000+02:00;;;Zoo;Send request to billing department;;
1616;case_158;2021-06-16 16:32:40.635000+02:00;;;Zoo;Forward information to making department;;
1616;case_158;2021-06-16 16:32:47.276000+02:00;;;Zoo;Mail ZooClub magazine;;
1616;case_158;2021-06-16 16:32:50.979000+02:00;request_156;send;Zoo;Send payment request;;request
1616;case_158;2021-06-16 16:33:00.982000+02:00;;;Zoo;Wait for payment;;
1616;case_158;2021-06-16 16:33:11.529000+02:00;account_157;receive;Zoo;Payment confirmed;notification;account
1616;case_158;2021-06-16 16:33:15.762000+02:00;card_159;send;Zoo;Deliver Zooclub card;;card
1616;case_158;2021-06-16 16:33:15.762000+02:00;card_159;send;Zoo;Card received?;;card
1717;case_162;2021-06-16 16:33:26.029000+02:00;info_162;receive;Zoo;Receive visitor information;start;info
1717;case_162;2021-06-16 16:33:36.123000+02:00;;;Zoo;Enter customer data into the system;;
1717;case_162;2021-06-16 16:33:40.580000+02:00;;;Zoo;Forward information to making department;;
1717;case_162;2021-06-16 16:33:44.821000+02:00;;;Zoo;Mail ZooClub magazine;;
1717;case_162;2021-06-16 16:33:52.607000+02:00;;;Zoo;Send request to billing department;;
1717;case_162;2021-06-16 16:34:00.576000+02:00;request_160;send;Zoo;Send payment request;;request
1717;case_162;2021-06-16 16:34:10.216000+02:00;;;Zoo;Wait for payment;;
1717;case_162;2021-06-16 16:34:15.625000+02:00;account_161;receive;Zoo;Payment confirmed;notification;account
1717;case_162;2021-06-16 16:34:19.317000+02:00;card_163;send;Zoo;Deliver Zooclub card;;card
1717;case_162;2021-06-16 16:34:19.317000+02:00;card_163;send;Zoo;Card received?;;card
1818;case_166;2021-06-16 16:34:35.912000+02:00;info_166;receive;Zoo;Receive visitor information;start;info
1818;case_166;2021-06-16 16:34:40.327000+02:00;;;Zoo;Enter customer data into the system;;
1818;case_166;2021-06-16 16:34:48.246000+02:00;;;Zoo;Forward information to making department;;
1818;case_166;2021-06-16 16:34:51.356000+02:00;;;Zoo;Send request to billing department;;
1818;case_166;2021-06-16 16:35:01.088000+02:00;;;Zoo;Mail ZooClub magazine;;
1818;case_166;2021-06-16 16:35:10.400000+02:00;;;Zoo;Wait for payment;;
1818;case_166;2021-06-16 16:35:11.292000+02:00;request_164;send;Zoo;Send payment request;;request
1818;case_166;2021-06-16 16:35:25.174000+02:00;account_165;receive;Zoo;Payment confirmed;notification;account
1818;case_166;2021-06-16 16:35:30.841000+02:00;card_167;send;Zoo;Deliver Zooclub card;;card
1818;case_166;2021-06-16 16:35:30.841000+02:00;card_167;send;Zoo;Card received?;;card
1919;case_170;2021-06-16 16:35:49.873000+02:00;info_170;receive;Zoo;Receive visitor information;start;info
1919;case_170;2021-06-16 16:36:02.450000+02:00;;;Zoo;Enter customer data into the system;;
1919;case_170;2021-06-16 16:36:02.967000+02:00;;;Zoo;Forward information to making department;;
1919;case_170;2021-06-16 16:36:08.823000+02:00;;;Zoo;Mail ZooClub magazine;;
1919;case_170;2021-06-16 16:36:16.165000+02:00;;;Zoo;Send request to billing department;;
1919;case_170;2021-06-16 16:36:19.011000+02:00;request_168;send;Zoo;Send payment request;;request
1919;case_170;2021-06-16 16:36:21.111000+02:00;;;Zoo;Wait for payment;;
1919;case_170;2021-06-16 16:36:38.444000+02:00;account_169;receive;Zoo;Payment confirmed;notification;account
1919;case_170;2021-06-16 16:36:38.703000+02:00;card_171;send;Zoo;Deliver Zooclub card;;card
1919;case_170;2021-06-16 16:36:38.703000+02:00;card_171;send;Zoo;Card received?;;card
2020;case_174;2021-06-16 16:36:53.320000+02:00;info_174;receive;Zoo;Receive visitor information;start;info
2020;case_174;2021-06-16 16:37:00.478000+02:00;;;Zoo;Enter customer data into the system;;
2020;case_174;2021-06-16 16:37:06.286000+02:00;;;Zoo;Send request to billing department;;
2020;case_174;2021-06-16 16:37:11.592000+02:00;;;Zoo;Forward information to making department;;
2020;case_174;2021-06-16 16:37:21.704000+02:00;request_172;send;Zoo;Send payment request;;request
2020;case_174;2021-06-16 16:37:31.961000+02:00;;;Zoo;Mail ZooClub magazine;;
2020;case_174;2021-06-16 16:37:56.178000+02:00;;;Zoo;Wait for payment;;
2020;case_174;2021-06-16 16:37:59.196000+02:00;account_173;receive;Zoo;Payment confirmed;notification;account
2020;case_174;2021-06-16 16:38:01.810000+02:00;card_175;send;Zoo;Deliver Zooclub card;;card
2020;case_174;2021-06-16 16:38:01.810000+02:00;card_175;send;Zoo;Card received?;;card
2121;case_178;2021-06-16 16:38:15.576000+02:00;info_178;receive;Zoo;Receive visitor information;start;info
2121;case_178;2021-06-16 16:38:24.168000+02:00;;;Zoo;Enter customer data into the system;;
2121;case_178;2021-06-16 16:38:26.335000+02:00;;;Zoo;Send request to billing department;;
2121;case_178;2021-06-16 16:38:27.864000+02:00;;;Zoo;Forward information to making department;;
2121;case_178;2021-06-16 16:38:31.089000+02:00;;;Zoo;Mail ZooClub magazine;;
2121;case_178;2021-06-16 16:38:31.470000+02:00;;;Zoo;Wait for payment;;
2121;case_178;2021-06-16 16:38:38.065000+02:00;request_176;send;Zoo;Send payment request;;request
2121;case_178;2021-06-16 16:38:56.530000+02:00;account_177;receive;Zoo;Payment confirmed;notification;account
2121;case_178;2021-06-16 16:38:57.610000+02:00;card_179;send;Zoo;Deliver Zooclub card;;card
2121;case_178;2021-06-16 16:38:57.610000+02:00;card_179;send;Zoo;Card received?;;card
2222;case_18;2021-06-16 15:49:42.665000+02:00;info_18;receive;Zoo;Receive visitor information;start;info
2222;case_18;2021-06-16 15:49:46.051000+02:00;;;Zoo;Enter customer data into the system;;
2222;case_18;2021-06-16 15:49:50.421000+02:00;;;Zoo;Forward information to making department;;
2222;case_18;2021-06-16 15:49:58.724000+02:00;;;Zoo;Send request to billing department;;
2222;case_18;2021-06-16 15:50:07.073000+02:00;;;Zoo;Wait for payment;;
2222;case_18;2021-06-16 15:50:09.342000+02:00;request_16;send;Zoo;Send payment request;;request
2222;case_18;2021-06-16 15:50:15.476000+02:00;;;Zoo;Mail ZooClub magazine;;
2222;case_18;2021-06-16 15:50:36.995000+02:00;account_17;receive;Zoo;Payment confirmed;notification;account
2222;case_18;2021-06-16 15:50:37.062000+02:00;card_19;send;Zoo;Deliver Zooclub card;;card
2222;case_18;2021-06-16 15:50:37.062000+02:00;card_19;send;Zoo;Card received?;;card
2323;case_182;2021-06-16 16:39:12.340000+02:00;info_182;receive;Zoo;Receive visitor information;start;info
2323;case_182;2021-06-16 16:39:15.188000+02:00;;;Zoo;Enter customer data into the system;;
2323;case_182;2021-06-16 16:39:21.820000+02:00;;;Zoo;Forward information to making department;;
2323;case_182;2021-06-16 16:39:39.579000+02:00;;;Zoo;Mail ZooClub magazine;;
2323;case_182;2021-06-16 16:39:43.724000+02:00;;;Zoo;Send request to billing department;;
2323;case_182;2021-06-16 16:39:48.062000+02:00;request_180;send;Zoo;Send payment request;;request
2323;case_182;2021-06-16 16:39:57.200000+02:00;;;Zoo;Wait for payment;;
2323;case_182;2021-06-16 16:40:16.749000+02:00;account_181;receive;Zoo;Payment confirmed;notification;account
2323;case_182;2021-06-16 16:40:22.729000+02:00;card_183;send;Zoo;Deliver Zooclub card;;card
2323;case_182;2021-06-16 16:40:22.729000+02:00;card_183;send;Zoo;Card received?;;card
2424;case_186;2021-06-16 16:40:46.646000+02:00;info_186;receive;Zoo;Receive visitor information;start;info
2424;case_186;2021-06-16 16:40:50.709000+02:00;;;Zoo;Enter customer data into the system;;
2424;case_186;2021-06-16 16:40:52.375000+02:00;;;Zoo;Send request to billing department;;
2424;case_186;2021-06-16 16:41:00.847000+02:00;;;Zoo;Forward information to making department;;
2424;case_186;2021-06-16 16:41:01.221000+02:00;;;Zoo;Mail ZooClub magazine;;
2424;case_186;2021-06-16 16:41:08.900000+02:00;;;Zoo;Wait for payment;;
2424;case_186;2021-06-16 16:41:09.351000+02:00;request_184;send;Zoo;Send payment request;;request
2424;case_186;2021-06-16 16:41:24.501000+02:00;account_185;receive;Zoo;Payment confirmed;notification;account
2424;case_186;2021-06-16 16:41:25.712000+02:00;card_187;send;Zoo;Deliver Zooclub card;;card
2424;case_186;2021-06-16 16:41:25.712000+02:00;card_187;send;Zoo;Card received?;;card
2525;case_190;2021-06-16 16:41:51.835000+02:00;info_190;receive;Zoo;Receive visitor information;start;info
2525;case_190;2021-06-16 16:41:58.214000+02:00;;;Zoo;Enter customer data into the system;;
2525;case_190;2021-06-16 16:42:05.108000+02:00;;;Zoo;Send request to billing department;;
2525;case_190;2021-06-16 16:42:07.740000+02:00;;;Zoo;Forward information to making department;;
2525;case_190;2021-06-16 16:42:12.544000+02:00;;;Zoo;Mail ZooClub magazine;;
2525;case_190;2021-06-16 16:42:14.714000+02:00;;;Zoo;Wait for payment;;
2525;case_190;2021-06-16 16:42:20.054000+02:00;request_188;send;Zoo;Send payment request;;request
2525;case_190;2021-06-16 16:42:35.917000+02:00;account_189;receive;Zoo;Payment confirmed;notification;account
2525;case_190;2021-06-16 16:42:38.207000+02:00;card_191;send;Zoo;Deliver Zooclub card;;card
2525;case_190;2021-06-16 16:42:38.207000+02:00;card_191;send;Zoo;Card received?;;card
2626;case_194;2021-06-16 16:43:06.825000+02:00;info_194;receive;Zoo;Receive visitor information;start;info
2626;case_194;2021-06-16 16:43:09.987000+02:00;;;Zoo;Enter customer data into the system;;
2626;case_194;2021-06-16 16:43:11.294000+02:00;;;Zoo;Forward information to making department;;
2626;case_194;2021-06-16 16:43:16.013000+02:00;;;Zoo;Send request to billing department;;
2626;case_194;2021-06-16 16:43:17.911000+02:00;;;Zoo;Mail ZooClub magazine;;
2626;case_194;2021-06-16 16:43:20.292000+02:00;request_192;send;Zoo;Send payment request;;request
2626;case_194;2021-06-16 16:43:26.754000+02:00;;;Zoo;Wait for payment;;
2626;case_194;2021-06-16 16:43:40.058000+02:00;account_193;receive;Zoo;Payment confirmed;notification;account
2626;case_194;2021-06-16 16:43:40.672000+02:00;card_195;send;Zoo;Deliver Zooclub card;;card
2626;case_194;2021-06-16 16:43:40.672000+02:00;card_195;send;Zoo;Card received?;;card
2727;case_198;2021-06-16 16:44:03.329000+02:00;info_198;receive;Zoo;Receive visitor information;start;info
2727;case_198;2021-06-16 16:44:05.042000+02:00;;;Zoo;Enter customer data into the system;;
2727;case_198;2021-06-16 16:44:05.258000+02:00;;;Zoo;Send request to billing department;;
2727;case_198;2021-06-16 16:44:05.919000+02:00;;;Zoo;Forward information to making department;;
2727;case_198;2021-06-16 16:44:06.257000+02:00;;;Zoo;Mail ZooClub magazine;;
2727;case_198;2021-06-16 16:44:06.314000+02:00;request_196;send;Zoo;Send payment request;;request
2727;case_198;2021-06-16 16:44:18.443000+02:00;;;Zoo;Wait for payment;;
2727;case_198;2021-06-16 16:44:30.753000+02:00;account_197;receive;Zoo;Payment confirmed;notification;account
2727;case_198;2021-06-16 16:44:31.672000+02:00;card_199;send;Zoo;Deliver Zooclub card;;card
2727;case_198;2021-06-16 16:44:31.672000+02:00;card_199;send;Zoo;Card received?;;card
2828;case_2;2021-06-16 15:44:37.418000+02:00;info_2;receive;Zoo;Receive visitor information;start;info
2828;case_2;2021-06-16 15:44:44.542000+02:00;;;Zoo;Enter customer data into the system;;
2828;case_2;2021-06-16 15:44:49.165000+02:00;;;Zoo;Send request to billing department;;
2828;case_2;2021-06-16 15:45:03.168000+02:00;;;Zoo;Forward information to making department;;
2828;case_2;2021-06-16 15:45:12.215000+02:00;;;Zoo;Mail ZooClub magazine;;
2828;case_2;2021-06-16 15:45:19.753000+02:00;request_0;send;Zoo;Send payment request;;request
2828;case_2;2021-06-16 15:45:24.069000+02:00;;;Zoo;Wait for payment;;
2828;case_2;2021-06-16 15:45:38.977000+02:00;account_1;receive;Zoo;Payment confirmed;notification;account
2828;case_2;2021-06-16 15:45:40.301000+02:00;card_3;send;Zoo;Deliver Zooclub card;;card
2828;case_2;2021-06-16 15:45:40.301000+02:00;card_3;send;Zoo;Card received?;;card
2929;case_202;2021-06-16 16:44:55.289000+02:00;info_202;receive;Zoo;Receive visitor information;start;info
2929;case_202;2021-06-16 16:44:59.316000+02:00;;;Zoo;Enter customer data into the system;;
2929;case_202;2021-06-16 16:45:02.555000+02:00;;;Zoo;Forward information to making department;;
2929;case_202;2021-06-16 16:45:08.503000+02:00;;;Zoo;Send request to billing department;;
2929;case_202;2021-06-16 16:45:12.195000+02:00;;;Zoo;Mail ZooClub magazine;;
2929;case_202;2021-06-16 16:45:16.281000+02:00;;;Zoo;Wait for payment;;
2929;case_202;2021-06-16 16:45:23.750000+02:00;request_200;send;Zoo;Send payment request;;request
2929;case_202;2021-06-16 16:45:36.660000+02:00;account_201;receive;Zoo;Payment confirmed;notification;account
2929;case_202;2021-06-16 16:45:39.703000+02:00;card_203;send;Zoo;Deliver Zooclub card;;card
2929;case_202;2021-06-16 16:45:39.703000+02:00;card_203;send;Zoo;Card received?;;card
3030;case_206;2021-06-16 16:46:05.445000+02:00;info_206;receive;Zoo;Receive visitor information;start;info
3030;case_206;2021-06-16 16:46:07.137000+02:00;;;Zoo;Enter customer data into the system;;
3030;case_206;2021-06-16 16:46:10.495000+02:00;;;Zoo;Forward information to making department;;
3030;case_206;2021-06-16 16:46:14.526000+02:00;;;Zoo;Mail ZooClub magazine;;
