id_new;IdCase;concept:name;org:group;msgFlow;time:timestamp;msgType;msgInstanceId
2121;case_172;Power On;Thermostat;termostat_on;2021-06-17 17:31:27.318000+02:00;start;receive;termostat_on_208
2121;case_172;Turn On Controller;Thermostat;controller_on;2021-06-17 17:31:47.189000+02:00;;send;controller_on_209
2121;case_172;Power Off;Thermostat;termostat_off;2021-06-17 17:31:51.068000+02:00;notification;receive;termostat_off_210
2121;case_172;Turn Off;Thermostat;controller_off;2021-06-17 17:32:05.147000+02:00;;send;controller_off_211
2222;case_176;Power On;Thermostat;termostat_on;2021-06-17 17:32:17.894000+02:00;start;receive;termostat_on_212
2222;case_176;Turn On Controller;Thermostat;controller_on;2021-06-17 17:32:19.092000+02:00;;send;controller_on_213
2222;case_176;Receive Info;Thermostat;env_info;2021-06-17 17:32:41.351000+02:00;;receive;env_info_214
2222;case_176;Send Temperature;Thermostat;temperature;2021-06-17 17:32:48.954000+02:00;;send;temperature_215
2222;case_176;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:32:48.954000+02:00;;send;temperature_215
2222;case_176;Receive Info;Thermostat;env_info;2021-06-17 17:33:19.942000+02:00;;receive;env_info_214
2222;case_176;Send Temperature;Thermostat;temperature;2021-06-17 17:33:23.350000+02:00;;send;temperature_215
2222;case_176;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:33:23.350000+02:00;;send;temperature_215
2222;case_176;Receive Info;Thermostat;env_info;2021-06-17 17:34:07.089000+02:00;;receive;env_info_214
2222;case_176;Power Off;Thermostat;termostat_off;2021-06-17 17:34:33.379000+02:00;notification;receive;termostat_off_216
2222;case_176;Turn Off;Thermostat;controller_off;2021-06-17 17:34:43.336000+02:00;;send;controller_off_217
2222;case_176;Send Temperature;Thermostat;temperature;2021-06-17 17:34:44.452000+02:00;;send;temperature_215
2222;case_176;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:34:44.452000+02:00;;send;temperature_215
2323;case_180;Power On;Thermostat;termostat_on;2021-06-17 17:34:58.767000+02:00;start;receive;termostat_on_218
2323;case_180;Turn On Controller;Thermostat;controller_on;2021-06-17 17:35:03.314000+02:00;;send;controller_on_219
2323;case_180;Power Off;Thermostat;termostat_off;2021-06-17 17:35:17.305000+02:00;notification;receive;termostat_off_220
2323;case_180;Turn Off;Thermostat;controller_off;2021-06-17 17:35:25.994000+02:00;;send;controller_off_221
2424;case_184;Power On;Thermostat;termostat_on;2021-06-17 17:35:29.991000+02:00;start;receive;termostat_on_222
2424;case_184;Turn On Controller;Thermostat;controller_on;2021-06-17 17:35:31.008000+02:00;;send;controller_on_223
2424;case_184;Receive Info;Thermostat;env_info;2021-06-17 17:35:44.160000+02:00;;receive;env_info_224
2424;case_184;Send Temperature;Thermostat;temperature;2021-06-17 17:35:48.364000+02:00;;send;temperature_225
2424;case_184;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:35:48.364000+02:00;;send;temperature_225
2424;case_184;Receive Info;Thermostat;env_info;2021-06-17 17:36:19.388000+02:00;;receive;env_info_224
2424;case_184;Send Temperature;Thermostat;temperature;2021-06-17 17:36:25.272000+02:00;;send;temperature_225
2424;case_184;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:36:25.272000+02:00;;send;temperature_225
2424;case_184;Receive Info;Thermostat;env_info;2021-06-17 17:36:57.410000+02:00;;receive;env_info_224
2424;case_184;Send Temperature;Thermostat;temperature;2021-06-17 17:37:03.779000+02:00;;send;temperature_225
2424;case_184;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:37:03.779000+02:00;;send;temperature_225
2424;case_184;Power Off;Thermostat;termostat_off;2021-06-17 17:37:32.397000+02:00;notification;receive;termostat_off_226
2424;case_184;Turn Off;Thermostat;controller_off;2021-06-17 17:37:42.756000+02:00;;send;controller_off_227
2424;case_184;Receive Info;Thermostat;env_info;2021-06-17 17:37:43.997000+02:00;;receive;env_info_224
2424;case_184;Send Temperature;Thermostat;temperature;2021-06-17 17:38:10.602000+02:00;;send;temperature_225
2424;case_184;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:38:10.602000+02:00;;send;temperature_225
2525;case_188;Power On;Thermostat;termostat_on;2021-06-17 17:38:17.043000+02:00;start;receive;termostat_on_228
2525;case_188;Turn On Controller;Thermostat;controller_on;2021-06-17 17:38:17.971000+02:00;;send;controller_on_229
2525;case_188;Receive Info;Thermostat;env_info;2021-06-17 17:38:50.494000+02:00;;receive;env_info_230
2525;case_188;Send Temperature;Thermostat;temperature;2021-06-17 17:38:58.195000+02:00;;send;temperature_231
2525;case_188;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:38:58.195000+02:00;;send;temperature_231
2525;case_188;Receive Info;Thermostat;env_info;2021-06-17 17:39:45.184000+02:00;;receive;env_info_230
2525;case_188;Send Temperature;Thermostat;temperature;2021-06-17 17:39:59.844000+02:00;;send;temperature_231
2525;case_188;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:39:59.844000+02:00;;send;temperature_231
2525;case_188;Receive Info;Thermostat;env_info;2021-06-17 17:40:18.414000+02:00;;receive;env_info_230
2525;case_188;Send Temperature;Thermostat;temperature;2021-06-17 17:40:22.725000+02:00;;send;temperature_231
2525;case_188;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:40:22.725000+02:00;;send;temperature_231
2525;case_188;Receive Info;Thermostat;env_info;2021-06-17 17:40:41.998000+02:00;;receive;env_info_230
2525;case_188;Send Temperature;Thermostat;temperature;2021-06-17 17:40:50.879000+02:00;;send;temperature_231
2525;case_188;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:40:50.879000+02:00;;send;temperature_231
2525;case_188;Power Off;Thermostat;termostat_off;2021-06-17 17:41:28.953000+02:00;notification;receive;termostat_off_232
2525;case_188;Turn Off;Thermostat;controller_off;2021-06-17 17:41:29.752000+02:00;;send;controller_off_233
2525;case_188;Receive Info;Thermostat;env_info;2021-06-17 17:41:33.995000+02:00;;receive;env_info_230
2626;case_192;Power On;Thermostat;termostat_on;2021-06-17 17:41:47.520000+02:00;start;receive;termostat_on_234
2626;case_192;Turn On Controller;Thermostat;controller_on;2021-06-17 17:41:51.671000+02:00;;send;controller_on_235
2626;case_192;Power Off;Thermostat;termostat_off;2021-06-17 17:42:06.745000+02:00;notification;receive;termostat_off_236
2626;case_192;Turn Off;Thermostat;controller_off;2021-06-17 17:42:11.143000+02:00;;send;controller_off_237
2727;case_196;Power On;Thermostat;termostat_on;2021-06-17 17:42:24.284000+02:00;start;receive;termostat_on_238
2727;case_196;Turn On Controller;Thermostat;controller_on;2021-06-17 17:42:26.309000+02:00;;send;controller_on_239
2727;case_196;Power Off;Thermostat;termostat_off;2021-06-17 17:42:36.942000+02:00;notification;receive;termostat_off_240
2727;case_196;Turn Off;Thermostat;controller_off;2021-06-17 17:42:41.143000+02:00;;send;controller_off_241
2828;case_20;Power On;Thermostat;termostat_on;2021-06-17 16:38:51.922000+02:00;start;receive;termostat_on_24
2828;case_20;Turn On Controller;Thermostat;controller_on;2021-06-17 16:38:54.877000+02:00;;send;controller_on_25
2828;case_20;Power Off;Thermostat;termostat_off;2021-06-17 16:39:12.917000+02:00;notification;receive;termostat_off_26
2828;case_20;Turn Off;Thermostat;controller_off;2021-06-17 16:39:15.144000+02:00;;send;controller_off_27
2929;case_200;Power On;Thermostat;termostat_on;2021-06-17 17:43:07.097000+02:00;start;receive;termostat_on_242
2929;case_200;Power Off;Thermostat;termostat_off;2021-06-17 17:43:08.850000+02:00;notification;receive;termostat_off_243
2929;case_200;Turn Off;Thermostat;controller_off;2021-06-17 17:43:10.688000+02:00;;send;controller_off_244
3030;case_204;Power On;Thermostat;termostat_on;2021-06-17 17:43:15.268000+02:00;start;receive;termostat_on_245
3030;case_204;Turn On Controller;Thermostat;controller_on;2021-06-17 17:43:20.149000+02:00;;send;controller_on_246
3030;case_204;Receive Info;Thermostat;env_info;2021-06-17 17:43:38.343000+02:00;;receive;env_info_247
3030;case_204;Send Temperature;Thermostat;temperature;2021-06-17 17:43:42.612000+02:00;;send;temperature_248
3030;case_204;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:43:42.612000+02:00;;send;temperature_248
3030;case_204;Receive Info;Thermostat;env_info;2021-06-17 17:43:53.081000+02:00;;receive;env_info_247
3030;case_204;Send Temperature;Thermostat;temperature;2021-06-17 17:43:53.284000+02:00;;send;temperature_248
3030;case_204;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:43:53.284000+02:00;;send;temperature_248
3030;case_204;Power Off;Thermostat;termostat_off;2021-06-17 17:44:13.614000+02:00;notification;receive;termostat_off_249
3030;case_204;Turn Off;Thermostat;controller_off;2021-06-17 17:44:18.108000+02:00;;send;controller_off_250
3131;case_208;Power On;Thermostat;termostat_on;2021-06-17 17:44:34.228000+02:00;start;receive;termostat_on_251
3131;case_208;Turn On Controller;Thermostat;controller_on;2021-06-17 17:44:43.338000+02:00;;send;controller_on_252
3131;case_208;Receive Info;Thermostat;env_info;2021-06-17 17:45:01.887000+02:00;;receive;env_info_253
3131;case_208;Send Temperature;Thermostat;temperature;2021-06-17 17:45:03.900000+02:00;;send;temperature_254
3131;case_208;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:45:03.900000+02:00;;send;temperature_254
3131;case_208;Receive Info;Thermostat;env_info;2021-06-17 17:45:23.642000+02:00;;receive;env_info_253
3131;case_208;Send Temperature;Thermostat;temperature;2021-06-17 17:45:26.081000+02:00;;send;temperature_254
3131;case_208;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:45:26.081000+02:00;;send;temperature_254
3131;case_208;Receive Info;Thermostat;env_info;2021-06-17 17:45:56.747000+02:00;;receive;env_info_253
3131;case_208;Send Temperature;Thermostat;temperature;2021-06-17 17:46:00.861000+02:00;;send;temperature_254
3131;case_208;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:46:00.861000+02:00;;send;temperature_254
3131;case_208;Power Off;Thermostat;termostat_off;2021-06-17 17:46:46.073000+02:00;notification;receive;termostat_off_255
3131;case_208;Turn Off;Thermostat;controller_off;2021-06-17 17:46:52.675000+02:00;;send;controller_off_256
3232;case_212;Power On;Thermostat;termostat_on;2021-06-17 17:47:03.580000+02:00;start;receive;termostat_on_257
3232;case_212;Turn On Controller;Thermostat;controller_on;2021-06-17 17:47:05.668000+02:00;;send;controller_on_258
3232;case_212;Receive Info;Thermostat;env_info;2021-06-17 17:47:26.459000+02:00;;receive;env_info_259
3232;case_212;Send Temperature;Thermostat;temperature;2021-06-17 17:47:30.353000+02:00;;send;temperature_260
3232;case_212;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:47:30.353000+02:00;;send;temperature_260
3232;case_212;Power Off;Thermostat;termostat_off;2021-06-17 17:47:49.592000+02:00;notification;receive;termostat_off_261
3232;case_212;Turn Off;Thermostat;controller_off;2021-06-17 17:48:14.151000+02:00;;send;controller_off_262
3333;case_216;Power On;Thermostat;termostat_on;2021-06-17 17:48:27.656000+02:00;start;receive;termostat_on_263
3333;case_216;Turn On Controller;Thermostat;controller_on;2021-06-17 17:48:30.434000+02:00;;send;controller_on_264
3333;case_216;Power Off;Thermostat;termostat_off;2021-06-17 17:48:47.080000+02:00;notification;receive;termostat_off_265
3333;case_216;Turn Off;Thermostat;controller_off;2021-06-17 17:48:49.744000+02:00;;send;controller_off_266
3434;case_220;Power On;Thermostat;termostat_on;2021-06-17 17:49:05.915000+02:00;start;receive;termostat_on_267
3434;case_220;Turn On Controller;Thermostat;controller_on;2021-06-17 17:49:10.911000+02:00;;send;controller_on_268
3434;case_220;Receive Info;Thermostat;env_info;2021-06-17 17:49:34.068000+02:00;;receive;env_info_269
3434;case_220;Send Temperature;Thermostat;temperature;2021-06-17 17:49:42.262000+02:00;;send;temperature_270
3434;case_220;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:49:42.262000+02:00;;send;temperature_270
3434;case_220;Power Off;Thermostat;termostat_off;2021-06-17 17:50:16.337000+02:00;notification;receive;termostat_off_271
3434;case_220;Receive Info;Thermostat;env_info;2021-06-17 17:50:25.634000+02:00;;receive;env_info_269
3434;case_220;Turn Off;Thermostat;controller_off;2021-06-17 17:50:38.491000+02:00;;send;controller_off_272
3535;case_224;Power On;Thermostat;termostat_on;2021-06-17 17:50:54.943000+02:00;start;receive;termostat_on_273
3535;case_224;Turn On Controller;Thermostat;controller_on;2021-06-17 17:51:07.579000+02:00;;send;controller_on_274
3535;case_224;Power Off;Thermostat;termostat_off;2021-06-17 17:51:49.722000+02:00;notification;receive;termostat_off_275
3535;case_224;Turn Off;Thermostat;controller_off;2021-06-17 17:51:56.128000+02:00;;send;controller_off_276
3636;case_228;Power On;Thermostat;termostat_on;2021-06-17 17:52:10.001000+02:00;start;receive;termostat_on_277
3636;case_228;Turn On Controller;Thermostat;controller_on;2021-06-17 17:52:10.988000+02:00;;send;controller_on_278
3636;case_228;Receive Info;Thermostat;env_info;2021-06-17 17:52:57.594000+02:00;;receive;env_info_279
3636;case_228;Send Temperature;Thermostat;temperature;2021-06-17 17:53:03.073000+02:00;;send;temperature_280
3636;case_228;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:53:03.073000+02:00;;send;temperature_280
3636;case_228;Power Off;Thermostat;termostat_off;2021-06-17 17:53:10.406000+02:00;notification;receive;termostat_off_281
3636;case_228;Turn Off;Thermostat;controller_off;2021-06-17 17:53:13.196000+02:00;;send;controller_off_282
3737;case_232;Power On;Thermostat;termostat_on;2021-06-17 17:53:28.556000+02:00;start;receive;termostat_on_283
3737;case_232;Turn On Controller;Thermostat;controller_on;2021-06-17 17:53:35.536000+02:00;;send;controller_on_284
3737;case_232;Receive Info;Thermostat;env_info;2021-06-17 17:53:54.705000+02:00;;receive;env_info_285
3737;case_232;Send Temperature;Thermostat;temperature;2021-06-17 17:53:58.525000+02:00;;send;temperature_286
3737;case_232;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:53:58.525000+02:00;;send;temperature_286
3737;case_232;Power Off;Thermostat;termostat_off;2021-06-17 17:54:35.209000+02:00;notification;receive;termostat_off_287
3737;case_232;Receive Info;Thermostat;env_info;2021-06-17 17:54:36.770000+02:00;;receive;env_info_285
3737;case_232;Send Temperature;Thermostat;temperature;2021-06-17 17:54:41.563000+02:00;;send;temperature_286
3737;case_232;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:54:41.563000+02:00;;send;temperature_286
3737;case_232;Turn Off;Thermostat;controller_off;2021-06-17 17:54:46.021000+02:00;;send;controller_off_288
3838;case_236;Power On;Thermostat;termostat_on;2021-06-17 17:54:59.082000+02:00;start;receive;termostat_on_289
3838;case_236;Turn On Controller;Thermostat;controller_on;2021-06-17 17:55:03.755000+02:00;;send;controller_on_290
3838;case_236;Receive Info;Thermostat;env_info;2021-06-17 17:55:26.156000+02:00;;receive;env_info_291
3838;case_236;Send Temperature;Thermostat;temperature;2021-06-17 17:55:32.301000+02:00;;send;temperature_292
3838;case_236;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:55:32.301000+02:00;;send;temperature_292
3838;case_236;Receive Info;Thermostat;env_info;2021-06-17 17:56:10.636000+02:00;;receive;env_info_291
3838;case_236;Send Temperature;Thermostat;temperature;2021-06-17 17:56:13.286000+02:00;;send;temperature_292
3838;case_236;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:56:13.286000+02:00;;send;temperature_292
3838;case_236;Power Off;Thermostat;termostat_off;2021-06-17 17:56:52.946000+02:00;notification;receive;termostat_off_293
3838;case_236;Turn Off;Thermostat;controller_off;2021-06-17 17:56:57.990000+02:00;;send;controller_off_294
3939;case_24;Power On;Thermostat;termostat_on;2021-06-17 16:39:24.263000+02:00;start;receive;termostat_on_28
3939;case_24;Turn On Controller;Thermostat;controller_on;2021-06-17 16:39:28.388000+02:00;;send;controller_on_29
3939;case_24;Receive Info;Thermostat;env_info;2021-06-17 16:39:40.482000+02:00;;receive;env_info_30
3939;case_24;Send Temperature;Thermostat;temperature;2021-06-17 16:39:46.837000+02:00;;send;temperature_31
3939;case_24;Check Environment Temperature;Thermostat;temperature;2021-06-17 16:39:46.837000+02:00;;send;temperature_31
3939;case_24;Receive Info;Thermostat;env_info;2021-06-17 16:40:16.776000+02:00;;receive;env_info_30
3939;case_24;Send Temperature;Thermostat;temperature;2021-06-17 16:40:22.146000+02:00;;send;temperature_31
3939;case_24;Check Environment Temperature;Thermostat;temperature;2021-06-17 16:40:22.146000+02:00;;send;temperature_31
3939;case_24;Power Off;Thermostat;termostat_off;2021-06-17 16:41:03.020000+02:00;notification;receive;termostat_off_32
3939;case_24;Turn Off;Thermostat;controller_off;2021-06-17 16:41:10.481000+02:00;;send;controller_off_33
3939;case_24;Receive Info;Thermostat;env_info;2021-06-17 16:41:26.678000+02:00;;receive;env_info_30
4040;case_240;Power On;Thermostat;termostat_on;2021-06-17 17:57:15.982000+02:00;start;receive;termostat_on_295
4040;case_240;Turn On Controller;Thermostat;controller_on;2021-06-17 17:57:16.877000+02:00;;send;controller_on_296
4040;case_240;Receive Info;Thermostat;env_info;2021-06-17 17:57:31.341000+02:00;;receive;env_info_297
4040;case_240;Send Temperature;Thermostat;temperature;2021-06-17 17:57:46.154000+02:00;;send;temperature_298
4040;case_240;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:57:46.154000+02:00;;send;temperature_298
4040;case_240;Receive Info;Thermostat;env_info;2021-06-17 17:58:04.281000+02:00;;receive;env_info_297
4040;case_240;Send Temperature;Thermostat;temperature;2021-06-17 17:58:07.987000+02:00;;send;temperature_298
4040;case_240;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:58:07.987000+02:00;;send;temperature_298
4040;case_240;Power Off;Thermostat;termostat_off;2021-06-17 17:58:17.153000+02:00;notification;receive;termostat_off_299
4040;case_240;Turn Off;Thermostat;controller_off;2021-06-17 17:58:25.960000+02:00;;send;controller_off_300
4141;case_244;Power On;Thermostat;termostat_on;2021-06-17 17:58:59.801000+02:00;start;receive;termostat_on_301
4141;case_244;Turn On Controller;Thermostat;controller_on;2021-06-17 17:59:02.710000+02:00;;send;controller_on_302
4141;case_244;Receive Info;Thermostat;env_info;2021-06-17 17:59:17.733000+02:00;;receive;env_info_303
4141;case_244;Send Temperature;Thermostat;temperature;2021-06-17 17:59:22.364000+02:00;;send;temperature_304
4141;case_244;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:59:22.364000+02:00;;send;temperature_304
4141;case_244;Receive Info;Thermostat;env_info;2021-06-17 17:59:50.444000+02:00;;receive;env_info_303
4141;case_244;Send Temperature;Thermostat;temperature;2021-06-17 17:59:58.112000+02:00;;send;temperature_304
4141;case_244;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:59:58.112000+02:00;;send;temperature_304
4141;case_244;Power Off;Thermostat;termostat_off;2021-06-17 18:00:22.421000+02:00;notification;receive;termostat_off_305
4141;case_244;Turn Off;Thermostat;controller_off;2021-06-17 18:00:30.277000+02:00;;send;controller_off_306
4141;case_244;Receive Info;Thermostat;env_info;2021-06-17 18:00:30.301000+02:00;;receive;env_info_303
4141;case_244;Send Temperature;Thermostat;temperature;2021-06-17 18:00:31.569000+02:00;;send;temperature_304
4141;case_244;Check Environment Temperature;Thermostat;temperature;2021-06-17 18:00:31.569000+02:00;;send;temperature_304
4242;case_248;Power On;Thermostat;termostat_on;2021-06-17 18:00:43.251000+02:00;start;receive;termostat_on_307
4242;case_248;Turn On Controller;Thermostat;controller_on;2021-06-17 18:00:51.387000+02:00;;send;controller_on_308
4242;case_248;Receive Info;Thermostat;env_info;2021-06-17 18:01:19.466000+02:00;;receive;env_info_309
4242;case_248;Send Temperature;Thermostat;temperature;2021-06-17 18:01:23.817000+02:00;;send;temperature_310
4242;case_248;Check Environment Temperature;Thermostat;temperature;2021-06-17 18:01:23.817000+02:00;;send;temperature_310
4242;case_248;Receive Info;Thermostat;env_info;2021-06-17 18:01:51.208000+02:00;;receive;env_info_309
4242;case_248;Send Temperature;Thermostat;temperature;2021-06-17 18:02:06.592000+02:00;;send;temperature_310
4242;case_248;Check Environment Temperature;Thermostat;temperature;2021-06-17 18:02:06.592000+02:00;;send;temperature_310
4242;case_248;Power Off;Thermostat;termostat_off;2021-06-17 18:02:35.957000+02:00;notification;receive;termostat_off_311
4242;case_248;Turn Off;Thermostat;controller_off;2021-06-17 18:02:43.610000+02:00;;send;controller_off_312
4343;case_252;Power On;Thermostat;termostat_on;2021-06-17 18:02:58.058000+02:00;start;receive;termostat_on_313
4343;case_252;Power Off;Thermostat;termostat_off;2021-06-17 18:03:03.194000+02:00;notification;receive;termostat_off_314
4343;case_252;Turn Off;Thermostat;controller_off;2021-06-17 18:03:04.604000+02:00;;send;controller_off_315
4343;case_252;Turn On Controller;Thermostat;controller_on;2021-06-17 18:03:08.217000+02:00;;send;controller_on_316
4444;case_256;Power On;Thermostat;termostat_on;2021-06-17 18:03:18.709000+02:00;start;receive;termostat_on_317
4444;case_256;Turn On Controller;Thermostat;controller_on;2021-06-17 18:03:31.860000+02:00;;send;controller_on_318
4444;case_256;Power Off;Thermostat;termostat_off;2021-06-17 18:03:36.191000+02:00;notification;receive;termostat_off_319
4444;case_256;Turn Off;Thermostat;controller_off;2021-06-17 18:03:38.437000+02:00;;send;controller_off_320
4545;case_260;Power On;Thermostat;termostat_on;2021-06-17 18:03:47.442000+02:00;start;receive;termostat_on_321
4545;case_260;Turn On Controller;Thermostat;controller_on;2021-06-17 18:03:50.159000+02:00;;send;controller_on_322
4545;case_260;Receive Info;Thermostat;env_info;2021-06-17 18:04:10.380000+02:00;;receive;env_info_323
4545;case_260;Send Temperature;Thermostat;temperature;2021-06-17 18:04:29.400000+02:00;;send;temperature_324
4545;case_260;Check Environment Temperature;Thermostat;temperature;2021-06-17 18:04:29.400000+02:00;;send;temperature_324
4545;case_260;Power Off;Thermostat;termostat_off;2021-06-17 18:04:43.063000+02:00;notification;receive;termostat_off_325
4545;case_260;Receive Info;Thermostat;env_info;2021-06-17 18:05:06.996000+02:00;;receive;env_info_323
4545;case_260;Send Temperature;Thermostat;temperature;2021-06-17 18:05:20.968000+02:00;;send;temperature_324
4545;case_260;Check Environment Temperature;Thermostat;temperature;2021-06-17 18:05:20.968000+02:00;;send;temperature_324
4545;case_260;Turn Off;Thermostat;controller_off;2021-06-17 18:05:34.890000+02:00;;send;controller_off_326
4545;case_260;Receive Info;Thermostat;env_info;2021-06-17 18:05:41.477000+02:00;;receive;env_info_323
4646;case_264;Power On;Thermostat;termostat_on;2021-06-17 18:06:07.340000+02:00;start;receive;termostat_on_327
4646;case_264;Power Off;Thermostat;termostat_off;2021-06-17 18:06:13.956000+02:00;notification;receive;termostat_off_328
4646;case_264;Turn Off;Thermostat;controller_off;2021-06-17 18:06:16.701000+02:00;;send;controller_off_329
4646;case_264;Turn On Controller;Thermostat;controller_on;2021-06-17 18:06:17.351000+02:00;;send;controller_on_330
4747;case_268;Power On;Thermostat;termostat_on;2021-06-17 18:06:33.139000+02:00;start;receive;termostat_on_331
4747;case_268;Turn On Controller;Thermostat;controller_on;2021-06-17 18:06:36.855000+02:00;;send;controller_on_332
4747;case_268;Receive Info;Thermostat;env_info;2021-06-17 18:06:51.728000+02:00;;receive;env_info_333
4747;case_268;Send Temperature;Thermostat;temperature;2021-06-17 18:06:57.913000+02:00;;send;temperature_334
4747;case_268;Check Environment Temperature;Thermostat;temperature;2021-06-17 18:06:57.913000+02:00;;send;temperature_334
4747;case_268;Receive Info;Thermostat;env_info;2021-06-17 18:07:33.789000+02:00;;receive;env_info_333
4747;case_268;Send Temperature;Thermostat;temperature;2021-06-17 18:07:36.541000+02:00;;send;temperature_334
4747;case_268;Check Environment Temperature;Thermostat;temperature;2021-06-17 18:07:36.541000+02:00;;send;temperature_334
4747;case_268;Power Off;Thermostat;termostat_off;2021-06-17 18:08:17.007000+02:00;notification;receive;termostat_off_335
4747;case_268;Turn Off;Thermostat;controller_off;2021-06-17 18:08:27.791000+02:00;;send;controller_off_336
4848;case_272;Power On;Thermostat;termostat_on;2021-06-17 18:08:55.360000+02:00;start;receive;termostat_on_337
4848;case_272;Power Off;Thermostat;termostat_off;2021-06-17 18:08:55.397000+02:00;notification;receive;termostat_off_338
4848;case_272;Turn On Controller;Thermostat;controller_on;2021-06-17 18:08:59.342000+02:00;;send;controller_on_339
4848;case_272;Turn Off;Thermostat;controller_off;2021-06-17 18:09:10.365000+02:00;;send;controller_off_340
4949;case_276;Power On;Thermostat;termostat_on;2021-06-17 18:09:30.796000+02:00;start;receive;termostat_on_341
4949;case_276;Power Off;Thermostat;termostat_off;2021-06-17 18:09:35.669000+02:00;notification;receive;termostat_off_342
4949;case_276;Turn On Controller;Thermostat;controller_on;2021-06-17 18:09:37.626000+02:00;;send;controller_on_343
4949;case_276;Turn Off;Thermostat;controller_off;2021-06-17 18:09:41.509000+02:00;;send;controller_off_344
5050;case_28;Power On;Thermostat;termostat_on;2021-06-17 16:41:46.307000+02:00;start;receive;termostat_on_34
5050;case_28;Turn On Controller;Thermostat;controller_on;2021-06-17 16:42:04.978000+02:00;;send;controller_on_35
5050;case_28;Power Off;Thermostat;termostat_off;2021-06-17 16:42:08.592000+02:00;notification;receive;termostat_off_36
5050;case_28;Turn Off;Thermostat;controller_off;2021-06-17 16:42:13.841000+02:00;;send;controller_off_37
5151;case_280;Power On;Thermostat;termostat_on;2021-06-17 18:10:03.682000+02:00;start;receive;termostat_on_346
5151;case_280;Turn On Controller;Thermostat;controller_on;2021-06-17 18:10:05.475000+02:00;;send;controller_on_347
5151;case_280;Power Off;Thermostat;termostat_off;2021-06-17 18:10:14.207000+02:00;notification;receive;termostat_off_348
5151;case_280;Turn Off;Thermostat;controller_off;2021-06-17 18:10:20.204000+02:00;;send;controller_off_349
5252;case_284;Power On;Thermostat;termostat_on;2021-06-17 18:10:31.103000+02:00;start;receive;termostat_on_350
5252;case_284;Turn On Controller;Thermostat;controller_on;2021-06-17 18:10:34.964000+02:00;;send;controller_on_351
5252;case_284;Receive Info;Thermostat;env_info;2021-06-17 18:10:57.628000+02:00;;receive;env_info_352
5252;case_284;Send Temperature;Thermostat;temperature;2021-06-17 18:11:01.691000+02:00;;send;temperature_353
5252;case_284;Check Environment Temperature;Thermostat;temperature;2021-06-17 18:11:01.691000+02:00;;send;temperature_353
5252;case_284;Receive Info;Thermostat;env_info;2021-06-17 18:11:30.740000+02:00;;receive;env_info_352
5252;case_284;Send Temperature;Thermostat;temperature;2021-06-17 18:11:31.710000+02:00;;send;temperature_353
5252;case_284;Check Environment Temperature;Thermostat;temperature;2021-06-17 18:11:31.710000+02:00;;send;temperature_353
5252;case_284;Receive Info;Thermostat;env_info;2021-06-17 18:12:12.944000+02:00;;receive;env_info_352
5252;case_284;Send Temperature;Thermostat;temperature;2021-06-17 18:12:18.111000+02:00;;send;temperature_353
5252;case_284;Check Environment Temperature;Thermostat;temperature;2021-06-17 18:12:18.111000+02:00;;send;temperature_353
5252;case_284;Receive Info;Thermostat;env_info;2021-06-17 18:12:53.277000+02:00;;receive;env_info_352
5252;case_284;Send Temperature;Thermostat;temperature;2021-06-17 18:12:56.934000+02:00;;send;temperature_353
5252;case_284;Check Environment Temperature;Thermostat;temperature;2021-06-17 18:12:56.934000+02:00;;send;temperature_353
5252;case_284;Power Off;Thermostat;termostat_off;2021-06-17 18:13:43.876000+02:00;notification;receive;termostat_off_354
5252;case_284;Turn Off;Thermostat;controller_off;2021-06-17 18:13:48.548000+02:00;;send;controller_off_355
5353;case_288;Power On;Thermostat;termostat_on;2021-06-17 18:14:03.268000+02:00;start;receive;termostat_on_356
5353;case_288;Turn On Controller;Thermostat;controller_on;2021-06-17 18:14:10.115000+02:00;;send;controller_on_357
